0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "6b077e547379c3b104036bc9e826271eae2fb9c4c13b2360a901199ac7dc4016", 21/08/15, 4
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "87a2cac85541b82c3d2afc70ede3cc4e81c09a38cd441e304173f59ff6912023", 21/08/15, 5
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "ecadd0558080cc38bb1770404852a45e4d35cba699022e38db96884602eb52b0", 21/08/15, 2
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "8d4b08047330e3d43c471fd52bf617c99dcee12497119fc80941313a33a680f8", 21/08/15, 5
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "2a990aed3af1ec1afa085514452b20b7987d034c0ab27318669855820a27dae6", 21/08/15, 1
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "f64223795b7a557616a177c52766a9e74658483a140e39b874d163be5f01bde7", 21/08/15, 3
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "59400725f123d210e0c9aeb5583f3af5c5610db78badb425b77d9ece99fdba98", 21/08/15, 4
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "85aae3a7bf905a76353b4ec9434ee913a320740ce2a044df4d128fc536d2ad78", 21/08/15, 3
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "de6d04f7cb6cb69d4b60e2bd2030a99068306e2bc83bfaa9f22ad25b953c2aba", 21/08/15, 1
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "c8a22b4b20850142995a3d5235aaef010c40a5276e3b980b1ad34b30d7e5496e", 21/08/15, 2
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "dde980cd68b566fe8a87867c2c80dc797a047b8f5e080a19e0fac85befe35a17", 21/08/15, 2
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "925d2eda527ced7c1e8870e664f1258c5792eacf36022bbfbb2b3926e7717951", 21/08/15, 2
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "09f33f4a700349e2fa111b0d738b6a44db86448429625ed4166c551a3bcc3a84", 21/08/15, 3
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "5dc37cb561ae6b3cf17db1d4afd2ab6ecb773950ee887e3d2ec7cc4e73849142", 21/08/15, 4
0bf1e6a3359646483a6869df673579ba49492ef41665c4fd3fdec41c0090b3e7, "54f572f676ccfcabe7ef4249a39a4b5fec6da354a628c24df522d023857631f6", 21/08/15, 1
